,Community Area,Date,ASSAULT_Arrest,BATTERY_Arrest,CRIMINAL DAMAGE_Arrest,THEFT_Arrest,ASSAULT_Count,BATTERY_Count,CRIMINAL DAMAGE_Count,THEFT_Count,ASSAULT_Domestic,BATTERY_Domestic,CRIMINAL DAMAGE_Domestic,THEFT_Domestic
369,3.0,2025-10-31,4,8,1,15,28,57,64,115,2,18,0,1
370,3.0,2025-11-30,1,11,1,18,23,69,26,93,3,30,1,1
371,3.0,2025-12-31,2,9,2,11,24,54,20,93,3,20,3,3
372,3.0,2026-01-31,3,9,0,13,20,43,31,87,2,19,2,2
373,3.0,2026-02-28,3,11,3,6,27,47,13,73,3,13,3,5
374,3.0,2026-03-31,4,9,4,14,28,52,40,80,5,14,0,2
375,3.0,2026-04-30,5,11,1,17,27,51,35,115,2,20,0,0
376,3.0,2026-05-31,1,10,0,14,36,64,34,118,8,22,1,5
377,3.0,2026-06-30,4,10,1,19,27,62,50,98,4,19,1,1
378,4.0,2016-01-31,3,4,1,5,8,22,14,35,0,8,0,0
379,4.0,2016-02-29,1,6,0,4,7,24,11,42,3,8,0,0
380,4.0,2016-03-31,1,7,0,2,6,24,17,45,0,10,0,0
381,4.0,2016-04-30,3,7,1,4,10,15,15,44,1,6,1,1
382,4.0,2016-05-31,2,6,1,5,11,21,32,33,1,10,2,0
383,4.0,2016-06-30,4,2,2,1,14,21,21,54,2,5,1,1
384,4.0,2016-07-31,1,8,4,1,7,28,37,41,3,14,1,1
385,4.0,2016-08-31,1,9,1,4,5,37,22,52,3,23,0,2
386,4.0,2016-09-30,1,0,3,1,8,20,16,39,2,5,1,1
387,4.0,2016-10-31,2,4,2,2,8,27,30,51,1,11,0,0
388,4.0,2016-11-30,2,3,3,3,7,25,14,45,0,12,2,0
389,4.0,2016-12-31,1,4,1,3,5,30,20,50,0,15,2,0
390,4.0,2017-01-31,2,4,1,6,12,19,18,41,3,7,0,0
391,4.0,2017-02-28,1,3,0,4,7,11,13,48,1,4,1,0
392,4.0,2017-03-31,0,4,2,5,9,26,9,28,3,12,0,1
393,4.0,2017-04-30,2,5,1,3,4,17,13,32,1,8,0,0
394,4.0,2017-05-31,2,12,0,11,9,28,12,53,1,9,1,0
395,4.0,2017-06-30,2,3,2,4,10,19,19,49,0,9,1,0
396,4.0,2017-07-31,3,6,0,10,13,18,12,63,6,7,0,0
397,4.0,2017-08-31,2,8,2,2,13,31,31,69,4,13,1,0
398,4.0,2017-09-30,5,7,2,1,16,39,23,52,1,7,0,0
399,4.0,2017-10-31,1,4,1,6,9,26,24,61,2,9,2,1
400,4.0,2017-11-30,2,6,0,1,13,24,11,66,1,10,0,1
401,4.0,2017-12-31,3,7,2,3,10,30,15,54,1,11,0,1
402,4.0,2018-01-31,1,4,2,1,8,34,12,40,2,15,0,0
403,4.0,2018-02-28,4,3,1,2,7,21,16,49,0,7,1,0
404,4.0,2018-03-31,3,10,0,4,12,28,13,36,2,9,0,0
405,4.0,2018-04-30,3,6,0,0,11,29,15,34,0,13,0,0
406,4.0,2018-05-31,2,10,2,7,9,31,25,48,0,9,1,0
407,4.0,2018-06-30,2,4,0,3,12,18,22,47,4,3,0,2
408,4.0,2018-07-31,3,7,2,0,9,26,26,40,1,8,2,0
409,4.0,2018-08-31,5,2,2,2,13,24,21,65,3,4,0,0
410,4.0,2018-09-30,3,7,6,4,11,37,14,48,2,9,1,0
411,4.0,2018-10-31,1,7,0,2,9,27,16,58,2,7,0,1
412,4.0,2018-11-30,2,7,0,1,7,25,12,47,1,10,0,0
413,4.0,2018-12-31,2,4,0,5,6,24,13,42,1,11,0,0
414,4.0,2019-01-31,3,5,0,0,15,21,13,23,2,5,0,0
415,4.0,2019-02-28,0,4,1,3,3,23,14,35,1,8,1,0
416,4.0,2019-03-31,3,3,0,3,9,18,13,31,2,8,0,0
417,4.0,2019-04-30,4,2,0,1,9,17,14,45,3,7,1,1
418,4.0,2019-05-31,3,4,1,3,8,30,9,56,2,9,0,2
419,4.0,2019-06-30,5,7,1,7,11,37,17,74,3,16,0,0
420,4.0,2019-07-31,1,6,0,2,12,27,28,42,2,11,2,0
421,4.0,2019-08-31,2,10,4,3,13,34,29,55,3,16,2,0
422,4.0,2019-09-30,4,3,1,1,12,27,13,32,1,7,0,2
423,4.0,2019-10-31,1,3,0,0,12,27,14,53,2,8,0,1
424,4.0,2019-11-30,2,3,1,4,7,25,16,37,1,10,0,0
425,4.0,2019-12-31,2,3,0,3,8,25,14,59,2,6,1,0
426,4.0,2020-01-31,3,8,1,1,8,37,18,48,0,16,0,0
427,4.0,2020-02-29,2,5,1,1,10,35,13,46,3,10,1,1
428,4.0,2020-03-31,0,4,1,0,6,23,19,48,2,8,2,1
429,4.0,2020-04-30,0,2,0,0,8,18,19,49,4,10,1,1
430,4.0,2020-05-31,2,6,3,1,9,17,17,41,0,4,0,1
431,4.0,2020-06-30,1,6,0,0,9,25,23,45,2,13,2,0
432,4.0,2020-07-31,3,4,2,0,12,18,31,58,3,5,1,1
433,4.0,2020-08-31,3,3,1,2,13,36,24,61,0,16,0,0
434,4.0,2020-09-30,2,3,0,1,9,27,19,78,1,12,1,1
435,4.0,2020-10-31,1,3,0,1,8,26,18,55,1,12,0,0
436,4.0,2020-11-30,0,2,1,2,4,12,7,38,2,9,1,0
437,4.0,2020-12-31,3,4,0,2,9,17,6,52,0,10,0,0
438,4.0,2021-01-31,1,8,2,0,6,24,12,36,2,12,2,0
439,4.0,2021-02-28,1,5,0,0,9,18,14,35,3,6,1,2
440,4.0,2021-03-31,1,5,2,1,5,19,20,43,2,10,3,2
441,4.0,2021-04-30,4,0,1,1,15,21,13,46,3,11,1,1
442,4.0,2021-05-31,1,5,1,2,14,31,9,49,3,15,1,0
443,4.0,2021-06-30,0,7,0,2,10,33,14,43,2,20,2,1
444,4.0,2021-07-31,1,4,1,1,10,23,23,26,3,6,3,0
445,4.0,2021-08-31,0,3,0,0,5,16,11,42,1,6,0,2
446,4.0,2021-09-30,2,5,3,0,13,24,23,49,0,11,1,2
447,4.0,2021-10-31,2,8,2,3,14,29,24,66,1,13,3,2
448,4.0,2021-11-30,1,4,0,5,9,17,23,39,2,6,1,0
449,4.0,2021-12-31,1,2,1,0,9,22,17,42,1,12,4,2
450,4.0,2022-01-31,1,3,0,0,6,18,25,29,2,8,0,1
451,4.0,2022-02-28,1,4,0,1,4,14,17,30,1,5,0,2
452,4.0,2022-03-31,0,6,0,0,10,20,21,44,1,10,5,1
453,4.0,2022-04-30,3,7,2,1,8,34,14,43,1,17,1,0
454,4.0,2022-05-31,2,8,1,0,17,30,17,57,2,11,2,0
455,4.0,2022-06-30,1,2,0,2,16,29,16,50,3,12,2,1
456,4.0,2022-07-31,1,3,0,2,12,25,21,65,1,13,0,0
457,4.0,2022-08-31,1,9,0,2,12,29,16,71,2,19,0,1
458,4.0,2022-09-30,1,5,1,2,16,34,14,74,1,13,0,1
459,4.0,2022-10-31,0,5,1,4,13,22,26,68,4,6,1,1
460,4.0,2022-11-30,2,8,0,1,16,22,22,43,3,6,2,1
461,4.0,2022-12-31,1,3,3,0,9,24,31,46,2,11,0,0
462,4.0,2023-01-31,1,4,1,1,14,29,14,48,3,13,0,0
463,4.0,2023-02-28,2,10,1,0,10,30,16,31,2,14,0,0
464,4.0,2023-03-31,3,5,0,1,12,26,17,36,4,15,1,1
465,4.0,2023-04-30,4,6,1,1,16,21,25,38,1,8,0,0
466,4.0,2023-05-31,2,8,2,1,22,38,20,44,1,12,1,1
467,4.0,2023-06-30,2,7,4,2,14,23,23,64,3,12,1,3
468,4.0,2023-07-31,4,8,3,5,17,25,29,52,3,13,1,0
469,4.0,2023-08-31,5,5,0,0,21,19,11,56,4,6,0,0
470,4.0,2023-09-30,2,8,2,2,22,34,20,43,0,9,1,1
471,4.0,2023-10-31,2,2,2,1,11,22,27,69,1,6,4,4
472,4.0,2023-11-30,5,6,1,3,16,31,34,58,2,10,3,1
473,4.0,2023-12-31,3,4,0,3,15,26,27,58,2,8,2,2
474,4.0,2024-01-31,2,3,1,1,10,30,16,49,2,11,3,0
475,4.0,2024-02-29,4,8,2,0,12,29,19,35,0,9,1,0
476,4.0,2024-03-31,0,5,3,2,14,23,16,44,3,7,1,1
477,4.0,2024-04-30,4,5,2,4,17,21,18,50,4,5,0,1
478,4.0,2024-05-31,3,4,2,3,16,24,27,44,4,9,0,1
479,4.0,2024-06-30,1,3,1,2,10,20,15,45,2,9,0,1
480,4.0,2024-07-31,2,7,0,4,12,29,18,55,2,11,2,1
481,4.0,2024-08-31,0,8,6,2,15,27,20,54,2,12,0,0
482,4.0,2024-09-30,2,6,3,3,7,30,21,61,1,8,0,1
483,4.0,2024-10-31,5,1,2,3,17,24,27,61,1,6,1,1
484,4.0,2024-11-30,2,4,0,2,11,30,10,46,1,10,0,0
485,4.0,2024-12-31,2,5,4,4,6,22,15,42,1,9,0,1
486,4.0,2025-01-31,2,3,1,1,11,18,13,63,0,8,1,0
487,4.0,2025-02-28,2,10,0,4,15,20,10,31,1,7,1,0
488,4.0,2025-03-31,1,9,2,3,10,24,17,39,1,10,0,2
489,4.0,2025-04-30,2,8,3,5,15,29,39,56,0,14,2,0
490,4.0,2025-05-31,1,7,0,2,8,26,13,48,2,10,0,0
491,4.0,2025-06-30,0,2,1,2,10,18,16,62,2,6,0,1
492,4.0,2025-07-31,2,3,0,2,12,15,14,60,2,8,2,1
493,4.0,2025-08-31,1,7,2,4,12,32,18,54,0,6,0,0
494,4.0,2025-09-30,2,4,0,3,12,32,7,66,0,7,0,0
495,4.0,2025-10-31,3,1,1,3,18,24,22,53,1,5,1,3
496,4.0,2025-11-30,1,8,0,3,10,23,16,44,1,8,0,0
497,4.0,2025-12-31,0,2,0,4,9,18,17,44,2,8,1,0
498,4.0,2026-01-31,2,7,0,4,12,22,10,36,0,8,1,0
499,4.0,2026-02-28,2,4,1,3,9,18,6,41,0,6,1,0
500,4.0,2026-03-31,4,4,2,5,10,24,12,55,0,5,1,0
501,4.0,2026-04-30,0,5,1,9,10,21,14,78,2,6,0,1
502,4.0,2026-05-31,0,3,1,3,16,20,11,47,4,5,0,2
503,4.0,2026-06-30,1,5,1,8,9,22,12,50,1,12,0,1
504,5.0,2016-01-31,1,1,0,3,3,9,12,32,1,4,0,0
505,5.0,2016-02-29,1,1,0,4,4,4,11,31,2,2,0,0
506,5.0,2016-03-31,0,1,0,2,1,10,13,41,1,3,0,0
507,5.0,2016-04-30,0,4,1,2,3,13,14,50,0,4,0,0
508,5.0,2016-05-31,0,4,1,3,4,13,15,25,1,4,1,0
509,5.0,2016-06-30,1,5,1,4,6,9,17,37,1,6,1,0
510,5.0,2016-07-31,2,1,1,3,11,8,22,37,4,2,0,1
511,5.0,2016-08-31,1,3,1,7,4,11,8,49,1,6,1,0
512,5.0,2016-09-30,1,2,1,5,4,11,18,30,0,5,0,0
513,5.0,2016-10-31,1,1,0,8,9,10,8,57,1,4,0,0
514,5.0,2016-11-30,0,3,0,3,2,14,13,47,1,6,0,0
515,5.0,2016-12-31,3,0,0,2,8,9,12,38,4,4,0,0
516,5.0,2017-01-31,2,3,1,1,3,10,11,33,0,3,3,0
517,5.0,2017-02-28,0,7,0,3,5,17,12,29,0,5,1,0
518,5.0,2017-03-31,1,0,0,2,3,10,7,41,0,6,0,1
519,5.0,2017-04-30,0,4,0,5,4,9,9,37,0,3,0,0
520,5.0,2017-05-31,1,0,0,7,8,10,9,57,0,3,1,1
521,5.0,2017-06-30,1,5,0,10,5,8,14,55,0,2,0,2
522,5.0,2017-07-31,0,0,1,2,1,8,15,65,0,3,0,0
523,5.0,2017-08-31,1,3,0,8,8,12,9,58,0,3,0,0
524,5.0,2017-09-30,2,0,1,2,8,9,13,35,2,6,0,0
525,5.0,2017-10-31,1,0,0,2,10,9,9,46,2,4,0,0
526,5.0,2017-11-30,0,1,0,0,2,7,10,30,0,3,0,0
527,5.0,2017-12-31,0,1,1,0,3,5,7,52,0,2,0,0
528,5.0,2018-01-31,1,3,0,1,3,15,8,40,1,9,0,0
529,5.0,2018-02-28,0,1,0,0,6,3,3,40,1,0,0,1
530,5.0,2018-03-31,1,4,1,4,6,10,16,25,2,0,0,0
531,5.0,2018-04-30,0,4,0,0,5,13,14,41,1,3,0,0
532,5.0,2018-05-31,0,5,1,3,5,20,6,33,2,6,0,0
533,5.0,2018-06-30,0,2,0,3,5,11,6,43,1,6,1,0
534,5.0,2018-07-31,2,4,1,1,7,15,19,48,2,6,0,2
535,5.0,2018-08-31,0,0,0,1,1,7,7,44,0,4,0,0
536,5.0,2018-09-30,2,2,0,0,8,15,9,49,0,5,0,1
537,5.0,2018-10-31,1,2,0,4,5,10,11,62,2,2,0,0
538,5.0,2018-11-30,0,1,1,2,2,5,13,42,0,2,0,1
539,5.0,2018-12-31,1,4,0,4,9,10,12,55,4,4,0,1
540,5.0,2019-01-31,4,0,0,2,7,14,16,27,0,5,0,0
541,5.0,2019-02-28,0,4,1,1,2,7,10,38,1,3,0,0
542,5.0,2019-03-31,0,3,3,2,7,8,18,53,1,3,0,0
543,5.0,2019-04-30,1,1,0,2,7,10,13,35,2,4,0,0
544,5.0,2019-05-31,1,1,0,0,6,7,11,28,1,1,1,1
545,5.0,2019-06-30,1,1,0,2,8,12,18,36,2,6,0,1
546,5.0,2019-07-31,1,2,1,4,6,11,8,36,0,5,0,1
547,5.0,2019-08-31,1,1,0,2,6,8,17,34,0,3,0,0
548,5.0,2019-09-30,1,0,0,5,3,10,10,55,0,7,0,0
549,5.0,2019-10-31,1,3,1,3,8,10,15,43,0,3,0,0
550,5.0,2019-11-30,0,3,2,1,6,15,12,29,2,5,1,0
551,5.0,2019-12-31,2,0,1,3,4,5,11,50,2,2,1,1
552,5.0,2020-01-31,0,2,0,6,2,11,7,41,0,4,0,1
553,5.0,2020-02-29,1,1,0,5,5,10,10,39,2,4,0,0
554,5.0,2020-03-31,1,1,0,0,10,8,8,39,3,5,0,0
555,5.0,2020-04-30,1,1,0,2,5,4,9,33,0,2,2,0
556,5.0,2020-05-31,1,1,2,3,5,4,10,21,1,0,0,0
557,5.0,2020-06-30,1,2,0,1,7,7,10,15,1,2,0,0
558,5.0,2020-07-31,0,3,0,0,6,14,3,25,1,5,0,0
559,5.0,2020-08-31,0,1,0,2,4,11,6,30,2,3,1,0
560,5.0,2020-09-30,0,0,1,1,8,3,13,28,1,1,0,0
561,5.0,2020-10-31,1,2,1,1,5,8,6,31,1,2,0,2
562,5.0,2020-11-30,0,1,0,1,1,12,8,31,0,6,2,0
563,5.0,2020-12-31,1,2,0,1,5,9,6,26,1,2,1,0
564,5.0,2021-01-31,0,1,0,0,5,6,7,26,1,3,0,0
565,5.0,2021-02-28,0,0,0,0,6,4,5,13,2,2,0,0
566,5.0,2021-03-31,0,2,0,0,9,6,7,16,3,4,0,1
567,5.0,2021-04-30,1,2,0,0,6,6,7,20,0,4,0,0
568,5.0,2021-05-31,2,3,0,3,5,10,13,24,1,7,1,1
569,5.0,2021-06-30,0,1,0,1,2,6,11,28,0,2,0,1
570,5.0,2021-07-31,1,0,0,1,7,6,2,32,1,4,0,0
571,5.0,2021-08-31,1,1,0,0,8,13,8,31,2,5,0,0
572,5.0,2021-09-30,0,2,1,2,3,16,18,34,1,13,0,0
573,5.0,2021-10-31,0,1,1,0,7,15,14,44,1,6,1,0
574,5.0,2021-11-30,0,0,0,2,5,8,12,28,2,2,1,0
575,5.0,2021-12-31,2,2,0,2,6,16,8,28,3,8,0,0
576,5.0,2022-01-31,0,0,0,0,3,12,7,29,1,7,0,1
577,5.0,2022-02-28,2,0,0,1,8,9,10,22,1,3,1,1
578,5.0,2022-03-31,0,4,0,0,4,13,15,26,1,3,0,1
579,5.0,2022-04-30,0,0,1,1,4,10,11,33,1,3,1,0
580,5.0,2022-05-31,0,0,1,0,5,11,15,33,4,5,0,0
581,5.0,2022-06-30,0,0,1,1,6,12,8,46,1,5,0,0
582,5.0,2022-07-31,1,0,1,1,9,10,18,51,2,5,0,2
583,5.0,2022-08-31,0,0,1,2,6,12,12,40,0,9,0,0
584,5.0,2022-09-30,0,3,1,1,10,14,11,52,1,8,0,1
585,5.0,2022-10-31,1,0,0,0,4,10,10,47,1,4,1,1
586,5.0,2022-11-30,0,2,0,1,4,17,5,38,1,13,0,0
587,5.0,2022-12-31,2,3,0,1,4,11,16,59,0,5,0,0
588,5.0,2023-01-31,1,1,0,2,6,6,18,35,1,2,0,1
589,5.0,2023-02-28,0,0,0,2,6,12,14,30,0,5,1,1
590,5.0,2023-03-31,0,3,0,0,5,19,21,41,1,14,2,0
591,5.0,2023-04-30,1,2,0,2,5,14,17,34,1,8,0,0
592,5.0,2023-05-31,0,2,1,0,2,13,11,32,0,4,1,0
593,5.0,2023-06-30,1,0,1,1,9,13,10,51,0,5,0,0
594,5.0,2023-07-31,2,3,0,0,10,16,11,45,2,6,1,0
595,5.0,2023-08-31,1,1,2,0,10,7,12,44,1,1,0,0
596,5.0,2023-09-30,1,4,2,2,1,22,16,45,0,10,0,3
597,5.0,2023-10-31,0,1,1,0,5,20,11,54,0,10,0,0
598,5.0,2023-11-30,0,1,1,0,11,20,21,18,1,10,0,0
599,5.0,2023-12-31,1,1,1,0,5,5,16,35,0,4,0,0
600,5.0,2024-01-31,0,1,0,0,6,12,11,21,1,4,2,0
601,5.0,2024-02-29,1,1,0,1,8,16,10,28,0,5,0,2
602,5.0,2024-03-31,0,3,1,1,8,14,8,36,1,4,0,0
603,5.0,2024-04-30,0,0,0,1,6,8,16,26,0,3,3,0
604,5.0,2024-05-31,1,0,1,2,6,10,26,34,1,4,0,1
605,5.0,2024-06-30,0,3,0,0,4,15,26,47,1,8,1,0
606,5.0,2024-07-31,0,2,1,0,5,10,12,39,0,3,1,0
607,5.0,2024-08-31,0,2,1,0,11,9,14,28,2,5,1,0
608,5.0,2024-09-30,0,2,0,1,6,14,9,40,2,5,0,1
609,5.0,2024-10-31,1,1,1,0,3,11,15,44,1,1,0,0
610,5.0,2024-11-30,0,3,1,0,4,19,11,25,0,6,0,1
611,5.0,2024-12-31,1,4,0,0,4,13,10,37,0,9,0,0
612,5.0,2025-01-31,0,1,0,1,5,7,5,31,1,0,0,1
613,5.0,2025-02-28,0,0,0,0,4,3,9,20,0,2,0,0
614,5.0,2025-03-31,0,2,1,2,4,18,10,23,0,5,0,0
615,5.0,2025-04-30,1,0,0,1,10,7,17,25,2,1,0,0
616,5.0,2025-05-31,0,0,0,0,6,7,15,24,1,5,1,0
617,5.0,2025-06-30,1,2,0,0,10,10,17,36,1,5,0,0
618,5.0,2025-07-31,0,0,0,0,9,20,14,32,1,11,1,0
619,5.0,2025-08-31,0,0,0,0,5,3,6,34,2,0,0,0
620,5.0,2025-09-30,1,2,1,1,8,16,6,29,0,5,1,0
621,5.0,2025-10-31,1,2,1,0,10,14,15,37,1,3,0,1
622,5.0,2025-11-30,0,3,1,0,5,14,24,27,2,5,0,0
623,5.0,2025-12-31,0,1,0,0,6,6,41,29,2,1,0,0
624,5.0,2026-01-31,0,4,0,0,10,15,10,23,1,11,1,0
625,5.0,2026-02-28,0,4,1,1,4,16,10,35,0,11,0,2
626,5.0,2026-03-31,1,2,0,1,8,11,13,29,1,5,1,0
627,5.0,2026-04-30,0,3,0,0,5,22,11,37,2,10,0,0
628,5.0,2026-05-31,0,2,1,0,5,12,11,33,1,3,1,2
629,5.0,2026-06-30,0,1,0,1,1,7,8,34,0,3,0,0
630,6.0,2016-01-31,1,8,10,11,12,48,68,151,3,14,1,1
631,6.0,2016-02-29,2,9,3,4,12,51,50,102,2,16,2,1
632,6.0,2016-03-31,7,18,2,15,16,55,43,163,1,11,2,1
633,6.0,2016-04-30,1,18,5,15,16,58,41,176,1,15,0,2
634,6.0,2016-05-31,3,32,2,16,12,77,47,157,1,14,0,1
635,6.0,2016-06-30,10,28,1,14,21,80,39,174,2,12,0,1
636,6.0,2016-07-31,4,17,2,12,24,79,43,192,2,22,0,2
637,6.0,2016-08-31,5,33,3,16,16,86,51,236,1,20,1,3
638,6.0,2016-09-30,7,25,9,23,20,78,73,237,4,19,2,0
639,6.0,2016-10-31,3,33,3,18,20,95,49,196,1,17,0,2
640,6.0,2016-11-30,6,26,2,13,15,63,51,204,3,12,1,1
641,6.0,2016-12-31,3,13,6,18,13,45,38,160,1,13,0,2
642,6.0,2017-01-31,1,10,4,20,18,48,26,149,1,12,0,0
643,6.0,2017-02-28,4,13,4,19,17,38,31,155,2,13,3,0
644,6.0,2017-03-31,2,17,3,18,12,57,30,165,1,18,0,1
645,6.0,2017-04-30,6,15,0,18,15,51,30,195,3,16,1,2
646,6.0,2017-05-31,5,18,3,25,13,68,27,211,1,18,0,0
647,6.0,2017-06-30,4,37,1,23,15,95,35,220,2,17,1,2
648,6.0,2017-07-31,2,22,4,10,25,82,41,213,4,26,0,0
649,6.0,2017-08-31,9,23,7,18,27,68,50,225,3,10,1,1
650,6.0,2017-09-30,7,28,4,20,20,81,33,200,1,25,0,1
651,6.0,2017-10-31,5,32,2,12,21,85,35,220,2,24,1,0
652,6.0,2017-11-30,1,11,2,13,14,39,25,146,0,15,0,0
653,6.0,2017-12-31,1,10,1,11,13,48,38,164,3,21,2,1
654,6.0,2018-01-31,7,17,1,16,19,53,29,151,2,26,1,3
655,6.0,2018-02-28,4,11,1,13,22,54,21,127,1,15,1,0
656,6.0,2018-03-31,6,19,3,19,17,60,40,165,0,17,2,0
657,6.0,2018-04-30,3,15,3,12,19,64,41,203,4,19,0,1
658,6.0,2018-05-31,3,21,1,14,23,77,35,151,4,19,0,0
659,6.0,2018-06-30,5,32,1,17,26,91,43,215,1,21,1,3
660,6.0,2018-07-31,0,24,5,22,18,77,42,222,0,21,1,1
661,6.0,2018-08-31,9,29,3,17,31,90,52,243,2,22,1,1
662,6.0,2018-09-30,5,24,2,19,23,79,33,240,3,22,1,2
663,6.0,2018-10-31,1,11,2,19,14,51,29,230,1,12,1,1
664,6.0,2018-11-30,4,13,1,15,22,55,26,155,5,14,0,0
665,6.0,2018-12-31,3,9,4,20,23,47,35,225,4,20,1,0
666,6.0,2019-01-31,5,12,4,23,14,47,24,159,2,13,0,1
667,6.0,2019-02-28,4,12,0,29,16,46,27,159,2,8,0,1
668,6.0,2019-03-31,4,23,2,14,31,72,37,161,5,12,0,1
669,6.0,2019-04-30,8,17,2,11,28,60,56,176,6,12,2,2
670,6.0,2019-05-31,5,20,6,21,21,70,50,216,1,20,0,0
671,6.0,2019-06-30,13,30,4,12,43,96,50,280,5,19,2,3
672,6.0,2019-07-31,7,15,4,25,30,70,42,243,3,23,0,1
673,6.0,2019-08-31,4,25,2,30,26,89,42,249,3,27,0,0
674,6.0,2019-09-30,7,20,4,17,28,80,34,198,6,16,1,0
675,6.0,2019-10-31,8,14,2,23,25,60,38,218,2,14,0,1
676,6.0,2019-11-30,2,14,1,11,14,50,25,165,3,14,0,2
677,6.0,2019-12-31,7,16,0,16,28,62,26,211,6,13,0,1
678,6.0,2020-01-31,3,10,2,13,28,43,36,156,3,8,0,1
679,6.0,2020-02-29,2,8,1,15,24,37,32,153,2,10,1,3
680,6.0,2020-03-31,1,12,2,14,14,43,23,141,0,13,1,1
681,6.0,2020-04-30,1,4,1,5,12,25,24,88,1,11,1,2
682,6.0,2020-05-31,3,9,1,9,21,33,31,135,4,17,1,1
683,6.0,2020-06-30,1,2,2,2,19,32,43,120,5,11,2,0
684,6.0,2020-07-31,3,11,0,8,18,48,21,163,0,11,1,0
685,6.0,2020-08-31,4,10,0,12,25,46,28,159,2,19,2,1
686,6.0,2020-09-30,2,5,2,7,19,31,22,144,3,13,0,1
687,6.0,2020-10-31,3,10,1,11,20,42,29,159,4,13,1,2
688,6.0,2020-11-30,2,11,0,8,17,31,15,99,2,8,1,1
689,6.0,2020-12-31,2,5,0,4,11,37,16,102,4,16,1,1
690,6.0,2021-01-31,3,4,3,4,18,24,14,83,0,12,3,2
691,6.0,2021-02-28,4,5,4,3,18,25,24,55,0,12,2,1
692,6.0,2021-03-31,3,7,2,6,14,35,24,104,2,15,0,2
693,6.0,2021-04-30,0,8,2,2,10,42,31,114,0,19,1,0
694,6.0,2021-05-31,6,16,2,4,25,51,63,131,6,22,1,2
695,6.0,2021-06-30,6,9,1,3,26,78,45,129,3,29,5,0
696,6.0,2021-07-31,4,21,4,10,29,86,47,178,1,26,4,1
697,6.0,2021-08-31,3,10,6,8,36,66,44,211,5,17,0,3
698,6.0,2021-09-30,1,15,1,6,24,74,36,179,3,18,2,2
699,6.0,2021-10-31,3,11,2,12,36,61,34,209,0,13,3,0
700,6.0,2021-11-30,3,14,0,8,20,59,43,161,2,26,0,0
701,6.0,2021-12-31,1,13,2,2,29,51,27,132,5,18,1,2
702,6.0,2022-01-31,3,6,3,7,15,38,31,121,0,12,0,0
703,6.0,2022-02-28,1,9,0,3,17,42,15,134,1,16,1,1
704,6.0,2022-03-31,2,14,3,6,18,63,34,161,1,13,1,2
705,6.0,2022-04-30,6,15,1,5,27,75,29,157,2,14,1,0
706,6.0,2022-05-31,2,15,0,8,28,68,38,185,3,22,1,0
707,6.0,2022-06-30,2,24,2,7,33,98,56,278,1,20,4,2
708,6.0,2022-07-31,4,12,1,5,32,79,56,259,2,20,3,1
709,6.0,2022-08-31,5,20,3,7,24,70,49,226,2,19,1,2
710,6.0,2022-09-30,3,17,1,10,31,66,42,204,3,21,0,1
711,6.0,2022-10-31,2,17,1,5,23,72,52,226,3,19,3,0
712,6.0,2022-11-30,4,12,1,9,27,53,42,161,2,12,0,4
713,6.0,2022-12-31,0,10,3,5,24,46,45,159,3,12,2,2
714,6.0,2023-01-31,1,8,2,7,21,53,34,166,5,13,0,0
715,6.0,2023-02-28,3,7,3,7,20,37,26,139,2,13,2,1
716,6.0,2023-03-31,3,11,3,3,24,49,33,179,5,8,0,1
717,6.0,2023-04-30,4,11,4,9,21,54,45,188,3,18,0,0
718,6.0,2023-05-31,7,6,2,7,28,72,47,196,2,22,3,3
719,6.0,2023-06-30,4,25,1,6,28,97,53,296,1,16,2,0
720,6.0,2023-07-31,4,15,4,10,24,79,56,222,0,18,3,0
721,6.0,2023-08-31,1,11,3,4,38,71,72,275,1,18,1,2
722,6.0,2023-09-30,2,13,2,3,32,87,49,234,6,25,0,2
723,6.0,2023-10-31,2,17,2,7,27,78,49,263,2,12,1,4
724,6.0,2023-11-30,2,15,2,6,23,62,48,211,2,13,1,2
725,6.0,2023-12-31,2,8,2,7,27,48,49,223,2,13,0,1
726,6.0,2024-01-31,6,15,2,13,29,59,35,172,2,26,0,2
727,6.0,2024-02-29,2,11,2,15,22,54,40,191,2,19,3,2
728,6.0,2024-03-31,4,13,2,9,36,71,46,190,4,20,2,0
729,6.0,2024-04-30,3,15,2,11,31,76,44,184,5,12,2,2
730,6.0,2024-05-31,5,13,5,5,32,72,51,225,1,16,0,0
731,6.0,2024-06-30,8,29,2,15,30,101,53,315,1,21,1,1
732,6.0,2024-07-31,5,25,3,9,24,89,50,293,0,17,1,0
733,6.0,2024-08-31,2,13,0,17,27,79,54,290,2,13,0,1
734,6.0,2024-09-30,4,9,1,14,31,76,53,241,3,15,2,0
735,6.0,2024-10-31,5,10,0,12,37,69,50,234,5,15,1,1
736,6.0,2024-11-30,1,15,1,10,26,66,32,202,3,16,0,0
737,6.0,2024-12-31,3,12,1,16,21,56,36,225,4,18,3,2
738,6.0,2025-01-31,0,7,0,14,20,47,20,186,0,12,0,1
739,6.0,2025-02-28,1,6,1,11,24,45,24,143,3,10,0,1
740,6.0,2025-03-31,2,14,1,17,20,66,45,178,1,13,1,0
741,6.0,2025-04-30,3,7,3,8,23,48,69,168,0,7,1,2
742,6.0,2025-05-31,2,7,4,15,32,71,33,209,3,11,1,2
